Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
ABNORMAL VENTRICAL,SCZ-Relative,73,71,0.43,0.268,0.14539,0.575,-0.087,0.244,0.072,0.3189,Female,0.162
ABNORMAL VENTRICAL,SMC,73,59,0.43,0.633,0.0016,-0.19,-0.896,-0.543,-0.153,0.0091,Female,-0.203
ABNORMAL VENTRICAL,SPECIFIC PHOBIA,73,159,0.43,0.471,0.12519,0.064,-0.494,-0.215,-0.066,0.2854,Female,-0.041
ABNORMAL VENTRICAL,Subacute Pain,73,0,0.43,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,ADHD,528,222,0.342,0.543,0.0002,-0.345,-0.663,-0.504,-0.148,0.002,Female,-0.201
AD,Anorexia/Bulima,528,68,0.342,0.571,0.0004,-0.253,-0.763,-0.508,-0.148,0.003,Female,-0.229
AD,Anxiety/Phobia,528,975,0.342,0.493,0.0002,-0.276,-0.49,-0.383,-0.11,0.002,Female,-0.151
AD,ASD,528,365,0.342,0.503,0.0002,-0.214,-0.483,-0.349,-0.106,0.002,Female,-0.161
AD,Attention & Learning difficulty,528,99,0.342,0.197,0.0004,0.589,0.157,0.373,0.108,0.003,Female,0.145
AD,BD,528,80,0.342,0.477,0.0016,-0.148,-0.622,-0.385,-0.112,0.0091,Female,-0.135
AD,BIPOLAR/PSYCH-RELATIVE,528,47,0.342,0.52,0.0088,-0.096,-0.695,-0.395,-0.116,0.0372,Female,-0.178
AD,Chronic Pain,528,0,0.342,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,DEMENTIA - LBD,528,21,0.342,0.328,0.55914,0.574,-0.3,0.137,0.04,0.8904,Female,0.014
AD,EMCI,528,139,0.342,0.567,0.0002,-0.277,-0.655,-0.466,-0.136,0.002,Female,-0.224
AD,LMCI,528,217,0.342,0.468,0.0004,-0.115,-0.433,-0.274,-0.079,0.003,Female,-0.126
AD,MCI,528,245,0.342,0.4,0.09659,0.025,-0.279,-0.127,-0.038,0.2352,Female,-0.057
AD,MCI-Risk,528,0,0.342,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,MDD,528,3158,0.342,0.49,0.0002,-0.278,-0.463,-0.371,-0.107,0.002,Female,-0.148
AD,ND,528,100,0.342,0.253,0.25977,0.337,-0.092,0.122,0.036,0.4857,Female,0.089
AD,OCD,528,63,0.342,0.492,0.0102,-0.083,-0.608,-0.346,-0.101,0.042,Female,-0.15
AD,Other,528,3,0.342,0.741,0.05559,-0.045,-2.324,-1.185,-0.347,0.1567,Female,-0.399
AD,OTHER,528,54,0.342,0.335,0.32817,0.421,-0.141,0.14,0.041,0.5772,Female,0.007
AD,Other Psychiatric,528,111,0.342,0.429,0.0352,-0.016,-0.427,-0.222,-0.065,0.1137,Female,-0.087
AD,PD,528,0,0.342,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
AD,SAD,528,150,0.342,0.463,0.0002,-0.161,-0.526,-0.344,-0.099,0.002,Female,-0.121
AD,Schizoaffective Disorder,528,40,0.342,0.301,0.29417,0.494,-0.151,0.172,0.05,0.5341,Female,0.041
AD,Schizoaffective Disorder - Relative,528,50,0.342,0.389,0.54175,0.204,-0.378,-0.087,-0.026,0.8747,Female,-0.047
AD,SCZ,528,75,0.342,0.337,0.74373,0.285,-0.199,0.043,0.013,1,Female,0.005
AD,SCZ-Relative,528,71,0.342,0.268,0.54735,0.324,-0.173,0.076,0.022,0.8807,Female,0.074
AD,SMC,528,59,0.342,0.633,0.0002,-0.423,-0.968,-0.696,-0.202,0.002,Female,-0.291
AD,SPECIFIC PHOBIA,528,159,0.342,0.471,0.0004,-0.208,-0.565,-0.387,-0.115,0.003,Female,-0.129
AD,Subacute Pain,528,0,0.342,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,Anorexia/Bulima,222,68,0.543,0.571,0.9993,0.271,-0.275,-0.002,-0.001,1,Female,-0.028
ADHD,Anxiety/Phobia,222,975,0.543,0.493,0.07259,0.28,-0.012,0.134,0.038,0.187,Female,0.051
ADHD,ASD,222,365,0.543,0.503,0.11399,0.302,-0.032,0.135,0.042,0.2664,Female,0.04
ADHD,Attention & Learning difficulty,222,99,0.543,0.197,0.0002,1.153,0.657,0.905,0.255,0.002,Female,0.346
ADHD,BD,222,80,0.543,0.477,0.35476,0.379,-0.135,0.122,0.035,0.6133,Female,0.066
ADHD,BIPOLAR/PSYCH-RELATIVE,222,47,0.543,0.52,0.48635,0.427,-0.205,0.111,0.032,0.7963,Female,0.023
ADHD,Chronic Pain,222,0,0.543,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,DEMENTIA - LBD,222,21,0.543,0.328,0.0068,1.092,0.186,0.639,0.188,0.0307,Female,0.216
ADHD,EMCI,222,139,0.543,0.567,0.70873,0.254,-0.171,0.042,0.012,1,Female,-0.023
ADHD,LMCI,222,217,0.543,0.468,0.0112,0.433,0.057,0.245,0.069,0.0453,Female,0.075
ADHD,MCI,222,245,0.543,0.4,0.0002,0.539,0.172,0.356,0.109,0.002,Female,0.144
ADHD,MCI-Risk,222,0,0.543,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,MDD,222,3158,0.543,0.49,0.0404,0.279,0.006,0.142,0.041,0.1261,Female,0.054
ADHD,ND,222,100,0.543,0.253,0.0002,0.866,0.382,0.624,0.184,0.002,Female,0.29
ADHD,OCD,222,63,0.543,0.492,0.27017,0.443,-0.12,0.161,0.047,0.4985,Female,0.051
ADHD,Other,222,3,0.543,0.741,0.25717,0.459,-1.835,-0.688,-0.2,0.4842,Female,-0.198
ADHD,OTHER,222,54,0.543,0.335,0.0002,0.94,0.333,0.636,0.189,0.002,Female,0.208
ADHD,Other Psychiatric,222,111,0.543,0.429,0.0162,0.512,0.053,0.283,0.083,0.0584,Female,0.114
ADHD,PD,222,0,0.543,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ADHD,SAD,222,150,0.543,0.463,0.11079,0.38,-0.036,0.172,0.049,0.2615,Female,0.08
ADHD,Schizoaffective Disorder,222,40,0.543,0.301,0.0006,1.032,0.345,0.688,0.198,0.0041,Female,0.242
ADHD,Schizoaffective Disorder - Relative,222,50,0.543,0.389,0.0082,0.73,0.109,0.419,0.122,0.0353,Female,0.154
ADHD,SCZ,222,75,0.543,0.337,0.0002,0.819,0.286,0.553,0.16,0.002,Female,0.207
ADHD,SCZ-Relative,222,71,0.543,0.268,0.0002,0.854,0.309,0.582,0.17,0.002,Female,0.275
ADHD,SMC,222,59,0.543,0.633,0.19578,0.097,-0.48,-0.191,-0.055,0.3993,Female,-0.09
ADHD,SPECIFIC PHOBIA,222,159,0.543,0.471,0.30017,0.313,-0.096,0.108,0.033,0.5389,Female,0.072
ADHD,Subacute Pain,222,0,0.543,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,Anxiety/Phobia,68,975,0.571,0.493,0.27417,0.383,-0.109,0.137,0.039,0.5039,Female,0.079
Anorexia/Bulima,ASD,68,365,0.571,0.503,0.31077,0.395,-0.125,0.135,0.042,0.5537,Female,0.068
Anorexia/Bulima,Attention & Learning difficulty,68,99,0.571,0.197,0.0002,1.29,0.634,0.962,0.256,0.002,Female,0.374
Anorexia/Bulima,BD,68,80,0.571,0.477,0.44436,0.455,-0.198,0.129,0.036,0.7406,Female,0.094
Anorexia/Bulima,BIPOLAR/PSYCH-RELATIVE,68,47,0.571,0.52,0.53355,0.495,-0.257,0.119,0.033,0.8645,Female,0.051
Anorexia/Bulima,Chronic Pain,68,0,0.571,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,DEMENTIA - LBD,68,21,0.571,0.328,0.0102,1.165,0.153,0.659,0.189,0.042,Female,0.244
Anorexia/Bulima,EMCI,68,139,0.571,0.567,0.77992,0.337,-0.247,0.045,0.013,1,Female,0.005
Anorexia/Bulima,LMCI,68,217,0.571,0.468,0.07159,0.53,-0.018,0.256,0.07,0.187,Female,0.103
Anorexia/Bulima,MCI,68,245,0.571,0.4,0.0122,0.624,0.082,0.353,0.11,0.0485,Female,0.172
Anorexia/Bulima,MCI-Risk,68,0,0.571,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,MDD,68,3158,0.571,0.49,0.24858,0.385,-0.096,0.145,0.041,0.4718,Female,0.082
Anorexia/Bulima,ND,68,100,0.571,0.253,0.0004,0.953,0.317,0.635,0.184,0.003,Female,0.318
Anorexia/Bulima,OCD,68,63,0.571,0.492,0.33017,0.517,-0.176,0.17,0.047,0.5772,Female,0.079
Anorexia/Bulima,Other,68,3,0.571,0.741,0.23178,0.451,-1.916,-0.733,-0.199,0.4454,Female,-0.17
Anorexia/Bulima,OTHER,68,54,0.571,0.335,0.0006,1.012,0.272,0.642,0.19,0.0041,Female,0.236
Anorexia/Bulima,Other Psychiatric,68,111,0.571,0.429,0.06279,0.596,-0.015,0.291,0.083,0.1698,Female,0.142
Anorexia/Bulima,PD,68,0,0.571,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,SAD,68,150,0.571,0.463,0.21158,0.471,-0.106,0.182,0.049,0.4204,Female,0.108
Anorexia/Bulima,Schizoaffective Disorder,68,40,0.571,0.301,0.0004,1.142,0.327,0.734,0.198,0.003,Female,0.27
Anorexia/Bulima,Schizoaffective Disorder - Relative,68,50,0.571,0.389,0.0212,0.81,0.063,0.437,0.123,0.0719,Female,0.182
Anorexia/Bulima,SCZ,68,75,0.571,0.337,0.0004,0.912,0.237,0.575,0.161,0.003,Female,0.235
Anorexia/Bulima,SCZ-Relative,68,71,0.571,0.268,0.001,0.943,0.257,0.6,0.17,0.0062,Female,0.303
Anorexia/Bulima,SMC,68,59,0.571,0.633,0.26197,0.153,-0.553,-0.2,-0.054,0.4857,Female,-0.062
Anorexia/Bulima,SPECIFIC PHOBIA,68,159,0.571,0.471,0.46775,0.396,-0.176,0.11,0.033,0.774,Female,0.1
Anorexia/Bulima,Subacute Pain,68,0,0.571,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,ASD,975,365,0.493,0.503,0.83972,0.133,-0.108,0.012,0.004,1,Female,-0.01
Anxiety/Phobia,Attention & Learning difficulty,975,99,0.493,0.197,0.0002,0.985,0.566,0.776,0.217,0.002,Female,0.295
Anxiety/Phobia,BD,975,80,0.493,0.477,0.92491,0.218,-0.238,-0.01,-0.003,1,Female,0.015
Anxiety/Phobia,BIPOLAR/PSYCH-RELATIVE,975,47,0.493,0.52,0.89371,0.272,-0.314,-0.021,-0.006,1,Female,-0.028
Anxiety/Phobia,Chronic Pain,975,0,0.493,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,DEMENTIA - LBD,975,21,0.493,0.328,0.014,0.964,0.097,0.53,0.15,0.0534,Female,0.165
Anxiety/Phobia,EMCI,975,139,0.493,0.567,0.29797,0.085,-0.271,-0.093,-0.026,0.537,Female,-0.074
Anxiety/Phobia,LMCI,975,217,0.493,0.468,0.14199,0.258,-0.037,0.111,0.031,0.3142,Female,0.025
Anxiety/Phobia,MCI,975,245,0.493,0.4,0.0008,0.386,0.105,0.245,0.071,0.0052,Female,0.093
Anxiety/Phobia,MCI-Risk,975,0,0.493,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,MDD,975,3158,0.493,0.49,0.76472,0.082,-0.062,0.01,0.003,1,Female,0.003
Anxiety/Phobia,ND,975,100,0.493,0.253,0.0002,0.72,0.306,0.513,0.146,0.002,Female,0.239
Anxiety/Phobia,OCD,975,63,0.493,0.492,0.80592,0.285,-0.225,0.03,0.009,1,Female,0.001
Anxiety/Phobia,Other,975,3,0.493,0.741,0.15378,0.291,-1.98,-0.844,-0.238,0.3326,Female,-0.249
Anxiety/Phobia,OTHER,975,54,0.493,0.335,0.0002,0.807,0.256,0.532,0.151,0.002,Female,0.158
Anxiety/Phobia,Other Psychiatric,975,111,0.493,0.429,0.11819,0.354,-0.04,0.157,0.044,0.2721,Female,0.064
Anxiety/Phobia,PD,975,0,0.493,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anxiety/Phobia,SAD,975,150,0.493,0.463,0.66273,0.21,-0.134,0.038,0.011,1,Female,0.029
Anxiety/Phobia,Schizoaffective Disorder,975,40,0.493,0.301,0.001,0.885,0.25,0.568,0.16,0.0062,Female,0.191
Anxiety/Phobia,Schizoaffective Disorder - Relative,975,50,0.493,0.389,0.045,0.583,0.013,0.298,0.084,0.135,Female,0.103
Anxiety/Phobia,SCZ,975,75,0.493,0.337,0.0006,0.669,0.197,0.433,0.122,0.0041,Female,0.156
Anxiety/Phobia,SCZ-Relative,975,71,0.493,0.268,0.0004,0.708,0.224,0.466,0.132,0.003,Female,0.224
Anxiety/Phobia,SMC,975,59,0.493,0.633,0.0144,-0.067,-0.594,-0.33,-0.093,0.054,Female,-0.141
Anxiety/Phobia,SPECIFIC PHOBIA,975,159,0.493,0.471,0.82632,0.149,-0.187,-0.019,-0.006,1,Female,0.022
Anxiety/Phobia,Subacute Pain,975,0,0.493,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ASD,Attention & Learning difficulty,365,99,0.503,0.197,0.0002,0.924,0.469,0.697,0.214,0.002,Female,0.306
ASD,BD,365,80,0.503,0.477,0.86171,0.222,-0.263,-0.021,-0.006,1,Female,0.026
ASD,BIPOLAR/PSYCH-RELATIVE,365,47,0.503,0.52,0.85631,0.274,-0.335,-0.03,-0.01,1,Female,-0.017
ASD,Chronic Pain,365,0,0.503,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ASD,DEMENTIA - LBD,365,21,0.503,0.328,0.035,0.902,0.017,0.46,0.146,0.1137,Female,0.175
ASD,EMCI,365,139,0.503,0.567,0.32957,0.1,-0.292,-0.096,-0.03,0.5772,Female,-0.064
ASD,LMCI,365,217,0.503,0.468,0.29457,0.259,-0.078,0.091,0.027,0.5341,Female,0.035
ASD,MCI,365,245,0.503,0.4,0.0126,0.375,0.049,0.212,0.068,0.0492,Female,0.103
ASD,MCI-Risk,365,0,0.503,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ASD,MDD,365,3158,0.503,0.49,0.9795,0.106,-0.111,-0.002,-0.001,1,Female,0.013
ASD,ND,365,100,0.503,0.253,0.0004,0.675,0.228,0.452,0.142,0.003,Female,0.25
ASD,OCD,365,63,0.503,0.492,0.93851,0.284,-0.252,0.016,0.005,1,Female,0.011
ASD,Other,365,3,0.503,0.741,0.20698,0.381,-1.902,-0.76,-0.241,0.4131,Female,-0.238
ASD,OTHER,365,54,0.503,0.335,0.0008,0.751,0.175,0.463,0.147,0.0052,Female,0.168
ASD,Other Psychiatric,365,111,0.503,0.429,0.22898,0.344,-0.082,0.131,0.041,0.4448,Female,0.074
ASD,PD,365,0,0.503,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
ASD,SAD,365,150,0.503,0.463,0.79752,0.213,-0.168,0.023,0.007,1,Female,0.04
ASD,Schizoaffective Disorder,365,40,0.503,0.301,0.003,0.828,0.169,0.498,0.156,0.0153,Female,0.202
ASD,Schizoaffective Disorder - Relative,365,50,0.503,0.389,0.08719,0.553,-0.041,0.256,0.08,0.2203,Female,0.114
ASD,SCZ,365,75,0.503,0.337,0.0028,0.63,0.129,0.379,0.119,0.0145,Female,0.166
ASD,SCZ-Relative,365,71,0.503,0.268,0.0022,0.664,0.152,0.408,0.128,0.0118,Female,0.235
ASD,SMC,365,59,0.503,0.633,0.0294,-0.033,-0.586,-0.309,-0.096,0.0983,Female,-0.13
ASD,SPECIFIC PHOBIA,365,159,0.503,0.471,0.76052,0.158,-0.215,-0.029,-0.009,1,Female,0.032
ASD,Subacute Pain,365,0,0.503,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Attention & Learning difficulty,BD,99,80,0.197,0.477,0.0002,-0.509,-1.126,-0.818,-0.22,0.002,Female,-0.28
Attention & Learning difficulty,BIPOLAR/PSYCH-RELATIVE,99,47,0.197,0.52,0.0002,-0.48,-1.207,-0.844,-0.223,0.002,Female,-0.323
Attention & Learning difficulty,Chronic Pain,99,0,0.197,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Attention & Learning difficulty,DEMENTIA - LBD,99,21,0.197,0.328,0.29517,0.228,-0.725,-0.248,-0.067,0.5341,Female,-0.13
Attention & Learning difficulty,EMCI,99,139,0.197,0.567,0.0002,-0.622,-1.165,-0.893,-0.243,0.002,Female,-0.369
Attention & Learning difficulty,LMCI,99,217,0.197,0.468,0.0002,-0.452,-0.942,-0.697,-0.186,0.002,Female,-0.271
Attention & Learning difficulty,MCI,99,245,0.197,0.4,0.0004,-0.244,-0.718,-0.481,-0.146,0.003,Female,-0.202
Attention & Learning difficulty,MCI-Risk,99,0,0.197,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Attention & Learning difficulty,MDD,99,3158,0.197,0.49,0.0002,-0.548,-0.95,-0.749,-0.214,0.002,Female,-0.292
Attention & Learning difficulty,ND,99,100,0.197,0.253,0.06599,0.025,-0.536,-0.255,-0.072,0.1764,Female,-0.056
Attention & Learning difficulty,OCD,99,63,0.197,0.492,0.0002,-0.452,-1.112,-0.782,-0.209,0.002,Female,-0.295
Attention & Learning difficulty,Other,99,3,0.197,0.741,0.0076,-0.579,-2.956,-1.767,-0.455,0.0333,Female,-0.544
Attention & Learning difficulty,OTHER,99,54,0.197,0.335,0.16038,0.1,-0.571,-0.235,-0.066,0.342,Female,-0.137
Attention & Learning difficulty,Other Psychiatric,99,111,0.197,0.429,0.0002,-0.344,-0.902,-0.623,-0.173,0.002,Female,-0.231
Attention & Learning difficulty,PD,99,0,0.197,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Attention & Learning difficulty,SAD,99,150,0.197,0.463,0.0002,-0.518,-1.046,-0.782,-0.207,0.002,Female,-0.266
Attention & Learning difficulty,Schizoaffective Disorder,99,40,0.197,0.301,0.23458,0.15,-0.593,-0.222,-0.058,0.447,Female,-0.104
Attention & Learning difficulty,Schizoaffective Disorder - Relative,99,50,0.197,0.389,0.0072,-0.147,-0.842,-0.494,-0.133,0.0322,Female,-0.192
Attention & Learning difficulty,SCZ,99,75,0.197,0.337,0.0194,-0.047,-0.656,-0.352,-0.095,0.0673,Female,-0.139
Attention & Learning difficulty,SCZ-Relative,99,71,0.197,0.268,0.0438,-0.004,-0.621,-0.312,-0.085,0.134,Female,-0.071
Attention & Learning difficulty,SMC,99,59,0.197,0.633,0.0002,-0.835,-1.536,-1.185,-0.31,0.002,Female,-0.436
Attention & Learning difficulty,SPECIFIC PHOBIA,99,159,0.197,0.471,0.0002,-0.501,-1.023,-0.762,-0.223,0.002,Female,-0.274
Attention & Learning difficulty,Subacute Pain,99,0,0.197,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
BD,BIPOLAR/PSYCH-RELATIVE,80,47,0.477,0.52,0.9623,0.352,-0.375,-0.011,-0.003,1,Female,-0.043
BD,Chronic Pain,80,0,0.477,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
BD,DEMENTIA - LBD,80,21,0.477,0.328,0.0288,1.02,0.036,0.528,0.153,0.097,Female,0.15
BD,EMCI,80,139,0.477,0.567,0.55294,0.194,-0.359,-0.083,-0.023,0.8866,Female,-0.089
BD,LMCI,80,217,0.477,0.468,0.34017,0.381,-0.134,0.124,0.034,0.5924,Female,0.009
BD,MCI,80,245,0.477,0.4,0.06379,0.492,-0.016,0.238,0.074,0.1715,Female,0.078
BD,MCI-Risk,80,0,0.477,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
BD,MDD,80,3158,0.477,0.49,0.87811,0.242,-0.202,0.02,0.006,1,Female,-0.012
BD,ND,80,100,0.477,0.253,0.0006,0.81,0.209,0.509,0.148,0.0041,Female,0.224
BD,OCD,80,63,0.477,0.492,0.80252,0.374,-0.292,0.041,0.011,1,Female,-0.015
BD,Other,80,3,0.477,0.741,0.16138,0.332,-2.023,-0.846,-0.235,0.342,Female,-0.264
BD,OTHER,80,54,0.477,0.335,0.0026,0.873,0.165,0.519,0.154,0.0136,Female,0.142
BD,Other Psychiatric,80,111,0.477,0.429,0.26217,0.454,-0.125,0.165,0.047,0.4857,Female,0.049
BD,PD,80,0,0.477,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
BD,SAD,80,150,0.477,0.463,0.73573,0.322,-0.224,0.049,0.013,1,Female,0.014
BD,Schizoaffective Disorder,80,40,0.477,0.301,0.004,0.983,0.202,0.592,0.162,0.0192,Female,0.176
