Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
SMC,SPECIFIC PHOBIA,59,159,0.477,0.425,0.45735,0.42,-0.182,0.119,0.033,0.6295,Female,0.051
CN,ABNORMAL VENTRICAL,37709,107,0.492,0.553,0.43976,0.115,-0.264,-0.075,-0.021,0.6224,Male,-0.061
CN,AD,37709,458,0.492,0.213,0.0002,0.746,0.562,0.654,0.187,0.0011,Male,0.279
CN,ADHD,37709,885,0.492,0.368,0.0002,0.385,0.251,0.318,0.091,0.0011,Male,0.124
CN,Anorexia/Bulima,37709,3,0.492,0.795,0.23238,0.426,-1.837,-0.706,-0.202,0.3979,Male,-0.303
CN,Anxiety/Phobia,37709,589,0.492,0.529,0.0194,-0.017,-0.18,-0.099,-0.028,0.0536,Male,-0.038
CN,ASD,37709,1610,0.492,0.501,0.9613,0.048,-0.051,-0.002,0,1,Male,-0.009
CN,Attention & Learning difficulty,37709,227,0.492,0.23,0.0002,0.776,0.515,0.646,0.185,0.0011,Male,0.262
CN,BD,37709,97,0.492,0.524,0.9675,0.202,-0.197,0.003,0.001,1,Male,-0.032
CN,Chronic Pain,37709,59,0.492,0.496,0.9981,0.256,-0.255,0.001,0,1,Male,-0.005
CN,EMCI,37709,170,0.492,0.454,0.24298,0.24,-0.061,0.089,0.026,0.4061,Male,0.038
CN,LMCI,37709,341,0.492,0.329,0.0002,0.447,0.234,0.34,0.098,0.0011,Male,0.163
CN,MCI,37709,197,0.492,0.406,0.0018,0.362,0.082,0.222,0.064,0.0069,Male,0.086
CN,MCI-Risk,37709,0,0.492,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
CN,MDD,37709,1789,0.492,0.515,0.0002,-0.041,-0.136,-0.088,-0.025,0.0011,Male,-0.023
CN,ND,37709,74,0.492,0.212,0.0002,0.802,0.346,0.574,0.165,0.0011,Male,0.28
CN,OCD,37709,84,0.492,0.57,0.35776,0.112,-0.317,-0.103,-0.029,0.546,Male,-0.078
CN,Other,37709,39,0.492,0.561,0.42716,0.184,-0.444,-0.13,-0.037,0.607,Male,-0.069
CN,OTHER,37709,43,0.492,0.304,0.0118,0.687,0.089,0.388,0.111,0.0357,Male,0.188
CN,Other Psychiatric,37709,142,0.492,0.401,0.0006,0.438,0.109,0.273,0.078,0.0027,Male,0.091
CN,PD,37709,136,0.492,0.598,0.0004,-0.171,-0.508,-0.339,-0.097,0.0019,Male,-0.107
CN,SAD,37709,155,0.492,0.484,0.67113,0.193,-0.123,0.035,0.01,0.8237,Male,0.008
CN,Schizoaffective Disorder,37709,56,0.492,0.398,0.08499,0.496,-0.029,0.234,0.067,0.1771,Male,0.094
CN,SCZ,37709,718,0.492,0.444,0.0036,0.184,0.037,0.111,0.032,0.0128,Male,0.048
CN,SCZ-Relative,37709,66,0.492,0.513,0.88811,0.255,-0.228,0.013,0.004,1,Male,-0.021
CN,SMC,37709,44,0.492,0.558,0.27337,0.131,-0.461,-0.165,-0.047,0.4442,Male,-0.066
CN,SPECIFIC PHOBIA,37709,55,0.492,0.494,0.9523,0.259,-0.27,-0.006,-0.002,1,Male,-0.002
ABNORMAL VENTRICAL,AD,107,458,0.553,0.213,0.0002,0.956,0.525,0.741,0.209,0.0011,Male,0.34
ABNORMAL VENTRICAL,ADHD,107,885,0.553,0.368,0.0006,0.588,0.185,0.387,0.113,0.0027,Male,0.185
ABNORMAL VENTRICAL,Anorexia/Bulima,107,3,0.553,0.795,0.30697,0.552,-1.775,-0.611,-0.181,0.4898,Male,-0.242
ABNORMAL VENTRICAL,Anxiety/Phobia,107,589,0.553,0.529,0.82532,0.183,-0.23,-0.023,-0.007,0.9675,Male,0.024
ABNORMAL VENTRICAL,ASD,107,1610,0.553,0.501,0.48235,0.265,-0.127,0.069,0.021,0.6639,Male,0.052
ABNORMAL VENTRICAL,Attention & Learning difficulty,107,227,0.553,0.23,0.0002,0.965,0.49,0.727,0.207,0.0011,Male,0.323
ABNORMAL VENTRICAL,BD,107,97,0.553,0.524,0.59694,0.352,-0.201,0.075,0.022,0.7592,Male,0.03
ABNORMAL VENTRICAL,Chronic Pain,107,59,0.553,0.496,0.64974,0.392,-0.248,0.072,0.022,0.8059,Male,0.057
ABNORMAL VENTRICAL,EMCI,107,170,0.553,0.454,0.19098,0.404,-0.083,0.161,0.047,0.3403,Male,0.099
ABNORMAL VENTRICAL,LMCI,107,341,0.553,0.329,0.001,0.623,0.184,0.404,0.119,0.0043,Male,0.224
ABNORMAL VENTRICAL,MCI,107,197,0.553,0.406,0.0152,0.532,0.057,0.294,0.085,0.0441,Male,0.148
ABNORMAL VENTRICAL,MCI-Risk,107,0,0.553,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
ABNORMAL VENTRICAL,MDD,107,1789,0.553,0.515,0.88691,0.182,-0.209,-0.014,-0.004,1,Male,0.038
ABNORMAL VENTRICAL,ND,107,74,0.553,0.212,0.0002,0.925,0.314,0.619,0.186,0.0011,Male,0.341
ABNORMAL VENTRICAL,OCD,107,84,0.553,0.57,0.84652,0.26,-0.315,-0.028,-0.008,0.9871,Male,-0.017
ABNORMAL VENTRICAL,Other,107,39,0.553,0.561,0.78052,0.317,-0.422,-0.053,-0.016,0.9382,Male,-0.008
ABNORMAL VENTRICAL,OTHER,107,43,0.553,0.304,0.0124,0.807,0.086,0.447,0.133,0.0372,Male,0.249
ABNORMAL VENTRICAL,Other Psychiatric,107,142,0.553,0.401,0.0086,0.598,0.09,0.344,0.1,0.0279,Male,0.152
ABNORMAL VENTRICAL,PD,107,136,0.553,0.598,0.0386,-0.01,-0.522,-0.266,-0.076,0.0922,Male,-0.045
ABNORMAL VENTRICAL,SAD,107,155,0.553,0.484,0.39356,0.353,-0.143,0.105,0.031,0.5821,Male,0.069
ABNORMAL VENTRICAL,Schizoaffective Disorder,107,56,0.553,0.398,0.07219,0.63,-0.025,0.303,0.088,0.1594,Male,0.155
ABNORMAL VENTRICAL,SCZ,107,718,0.553,0.444,0.07899,0.383,-0.024,0.179,0.053,0.1701,Male,0.109
ABNORMAL VENTRICAL,SCZ-Relative,107,66,0.553,0.513,0.57994,0.394,-0.224,0.085,0.025,0.7429,Male,0.04
ABNORMAL VENTRICAL,SMC,107,44,0.553,0.558,0.63774,0.263,-0.445,-0.091,-0.026,0.7994,Male,-0.005
ABNORMAL VENTRICAL,SPECIFIC PHOBIA,107,55,0.553,0.494,0.68453,0.394,-0.261,0.067,0.02,0.8343,Male,0.06
AD,ADHD,458,885,0.213,0.368,0.0002,-0.223,-0.45,-0.336,-0.096,0.0011,Male,-0.155
AD,Anorexia/Bulima,458,3,0.213,0.795,0.03,-0.259,-2.543,-1.401,-0.39,0.0757,Male,-0.582
AD,Anxiety/Phobia,458,589,0.213,0.529,0.0002,-0.627,-0.879,-0.753,-0.216,0.0011,Male,-0.317
AD,ASD,458,1610,0.213,0.501,0.0002,-0.524,-0.736,-0.63,-0.188,0.0011,Male,-0.288
AD,Attention & Learning difficulty,458,227,0.213,0.23,0.91691,0.151,-0.168,-0.008,-0.002,1,Male,-0.018
AD,BD,458,97,0.213,0.524,0.0002,-0.443,-0.889,-0.666,-0.187,0.0011,Male,-0.311
AD,Chronic Pain,458,59,0.213,0.496,0.0002,-0.391,-0.941,-0.666,-0.187,0.0011,Male,-0.284
AD,EMCI,458,170,0.213,0.454,0.0002,-0.395,-0.754,-0.575,-0.162,0.0011,Male,-0.241
AD,LMCI,458,341,0.213,0.329,0.0002,-0.174,-0.456,-0.315,-0.09,0.0011,Male,-0.116
AD,MCI,458,197,0.213,0.406,0.0002,-0.273,-0.611,-0.442,-0.124,0.0011,Male,-0.193
AD,MCI-Risk,458,0,0.213,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
AD,MDD,458,1789,0.213,0.515,0.0002,-0.643,-0.853,-0.748,-0.213,0.0011,Male,-0.302
AD,ND,458,74,0.213,0.212,0.52515,0.165,-0.327,-0.081,-0.023,0.6982,Male,0.001
AD,OCD,458,84,0.213,0.57,0.0002,-0.541,-1.016,-0.778,-0.217,0.0011,Male,-0.357
AD,Other,458,39,0.213,0.561,0.0002,-0.468,-1.131,-0.8,-0.225,0.0011,Male,-0.349
AD,OTHER,458,43,0.213,0.304,0.09319,0.042,-0.586,-0.272,-0.076,0.187,Male,-0.091
AD,Other Psychiatric,458,142,0.213,0.401,0.0002,-0.2,-0.579,-0.39,-0.109,0.0011,Male,-0.188
AD,PD,458,136,0.213,0.598,0.0002,-0.825,-1.226,-1.025,-0.285,0.0011,Male,-0.386
AD,SAD,458,155,0.213,0.484,0.0002,-0.438,-0.81,-0.624,-0.177,0.0011,Male,-0.271
AD,Schizoaffective Disorder,458,56,0.213,0.398,0.0034,-0.153,-0.712,-0.432,-0.12,0.0123,Male,-0.185
AD,SCZ,458,718,0.213,0.444,0.0002,-0.418,-0.657,-0.538,-0.156,0.0011,Male,-0.231
AD,SCZ-Relative,458,66,0.213,0.513,0.0002,-0.394,-0.917,-0.656,-0.184,0.0011,Male,-0.3
AD,SMC,458,44,0.213,0.558,0.0002,-0.535,-1.164,-0.849,-0.235,0.0011,Male,-0.345
AD,SPECIFIC PHOBIA,458,55,0.213,0.494,0.0002,-0.39,-0.957,-0.674,-0.189,0.0011,Male,-0.281
ADHD,Anorexia/Bulima,885,3,0.368,0.795,0.09879,0.125,-2.147,-1.011,-0.293,0.1948,Male,-0.427
ADHD,Anxiety/Phobia,885,589,0.368,0.529,0.0002,-0.305,-0.515,-0.41,-0.119,0.0011,Male,-0.161
ADHD,ASD,885,1610,0.368,0.501,0.0002,-0.224,-0.389,-0.306,-0.092,0.0011,Male,-0.133
ADHD,Attention & Learning difficulty,885,227,0.368,0.23,0.0002,0.473,0.18,0.326,0.094,0.0011,Male,0.138
ADHD,BD,885,97,0.368,0.524,0.004,-0.101,-0.522,-0.311,-0.09,0.014,Male,-0.156
ADHD,Chronic Pain,885,59,0.368,0.496,0.0262,-0.048,-0.577,-0.312,-0.091,0.0681,Male,-0.129
ADHD,EMCI,885,170,0.368,0.454,0.0064,-0.061,-0.39,-0.226,-0.066,0.0214,Male,-0.086
ADHD,LMCI,885,341,0.368,0.329,0.71593,0.147,-0.103,0.022,0.006,0.8695,Male,0.039
ADHD,MCI,885,197,0.368,0.406,0.22278,0.059,-0.25,-0.095,-0.028,0.3852,Male,-0.038
ADHD,MCI-Risk,885,0,0.368,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
ADHD,MDD,885,1789,0.368,0.515,0.0002,-0.324,-0.486,-0.405,-0.116,0.0011,Male,-0.147
ADHD,ND,885,74,0.368,0.212,0.0344,0.49,0.014,0.252,0.073,0.0856,Male,0.156
ADHD,OCD,885,84,0.368,0.57,0.0002,-0.192,-0.641,-0.416,-0.121,0.0011,Male,-0.202
ADHD,Other,885,39,0.368,0.561,0.0104,-0.119,-0.763,-0.441,-0.128,0.0323,Male,-0.193
ADHD,OTHER,885,43,0.368,0.304,0.65493,0.376,-0.237,0.069,0.02,0.8094,Male,0.064
ADHD,Other Psychiatric,885,142,0.368,0.401,0.64494,0.133,-0.222,-0.044,-0.013,0.8027,Male,-0.033
ADHD,PD,885,136,0.368,0.598,0.0002,-0.47,-0.836,-0.653,-0.188,0.0011,Male,-0.23
ADHD,SAD,885,155,0.368,0.484,0.0018,-0.107,-0.449,-0.278,-0.081,0.0069,Male,-0.116
ADHD,Schizoaffective Disorder,885,56,0.368,0.398,0.54815,0.187,-0.354,-0.083,-0.024,0.7179,Male,-0.03
ADHD,SCZ,885,718,0.368,0.444,0.0002,-0.104,-0.301,-0.203,-0.059,0.0011,Male,-0.076
ADHD,SCZ-Relative,885,66,0.368,0.513,0.0218,-0.05,-0.552,-0.301,-0.087,0.0584,Male,-0.145
ADHD,SMC,885,44,0.368,0.558,0.0012,-0.175,-0.783,-0.479,-0.138,0.0051,Male,-0.19
ADHD,SPECIFIC PHOBIA,885,55,0.368,0.494,0.0226,-0.046,-0.592,-0.319,-0.093,0.0601,Male,-0.126
Anorexia/Bulima,Anxiety/Phobia,3,589,0.795,0.529,0.32877,1.732,-0.542,0.595,0.174,0.5093,Male,0.266
Anorexia/Bulima,ASD,3,1610,0.795,0.501,0.24918,1.799,-0.469,0.665,0.202,0.4125,Male,0.294
Anorexia/Bulima,Attention & Learning difficulty,3,227,0.795,0.23,0.028,2.549,0.245,1.397,0.387,0.0717,Male,0.565
Anorexia/Bulima,BD,3,97,0.795,0.524,0.24898,1.87,-0.465,0.702,0.203,0.4125,Male,0.271
Anorexia/Bulima,Chronic Pain,3,59,0.795,0.496,0.26517,1.862,-0.518,0.672,0.202,0.4349,Male,0.299
Anorexia/Bulima,EMCI,3,170,0.795,0.454,0.19258,1.94,-0.366,0.787,0.228,0.3414,Male,0.341
Anorexia/Bulima,LMCI,3,341,0.795,0.329,0.09379,2.164,-0.123,1.02,0.3,0.187,Male,0.466
Anorexia/Bulima,MCI,3,197,0.795,0.406,0.11959,2.086,-0.215,0.936,0.266,0.2294,Male,0.389
Anorexia/Bulima,MCI-Risk,3,0,0.795,  NA,1, NaN, NaN, NaN, NaN,1,Male,  NA
Anorexia/Bulima,MDD,3,1789,0.795,0.515,0.29977,1.753,-0.514,0.619,0.177,0.4805,Male,0.28
