Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
EMCI,MCI,139,253,0.621,0.302,0.0002,0.902,0.476,0.689,0.203,0.0004,Female,0.318
EMCI,MDD,139,3461,0.621,0.481,0.0004,0.488,0.149,0.318,0.091,0.0008,Female,0.14
EMCI,Other Psychiatric,139,111,0.621,0.423,0.0006,0.742,0.233,0.487,0.135,0.0011,Female,0.197
EMCI,SAD,139,150,0.621,0.444,0.0002,0.689,0.219,0.454,0.124,0.0004,Female,0.177
EMCI,SCZ,139,315,0.621,0.228,0.0002,1.047,0.632,0.839,0.246,0.0004,Female,0.393
LMCI,MCI,216,253,0.313,0.302,0.71733,0.149,-0.215,-0.033,-0.01,0.746,Female,0.011
LMCI,MDD,216,3461,0.313,0.481,0.0002,-0.285,-0.561,-0.423,-0.121,0.0004,Female,-0.168
LMCI,Other Psychiatric,216,111,0.313,0.423,0.0162,-0.045,-0.507,-0.276,-0.077,0.0258,Female,-0.11
LMCI,SAD,216,150,0.313,0.444,0.0026,-0.111,-0.532,-0.322,-0.089,0.0044,Female,-0.131
LMCI,SCZ,216,315,0.313,0.228,0.19678,0.288,-0.059,0.114,0.033,0.2291,Female,0.085
MCI,MDD,253,3461,0.302,0.481,0.0002,-0.26,-0.516,-0.388,-0.112,0.0004,Female,-0.178
MCI,Other Psychiatric,253,111,0.302,0.423,0.0454,-0.007,-0.456,-0.231,-0.068,0.0632,Female,-0.121
MCI,SAD,253,150,0.302,0.444,0.007,-0.072,-0.479,-0.275,-0.079,0.0116,Female,-0.142
MCI,SCZ,253,315,0.302,0.228,0.09319,0.31,-0.022,0.144,0.043,0.1232,Female,0.074
MDD,Other Psychiatric,3461,111,0.481,0.423,0.11719,0.342,-0.036,0.153,0.044,0.1498,Female,0.057
MDD,SAD,3461,150,0.481,0.444,0.17518,0.277,-0.05,0.114,0.032,0.207,Female,0.036
MDD,SCZ,3461,315,0.481,0.228,0.0002,0.653,0.421,0.537,0.155,0.0004,Female,0.252
Other Psychiatric,SAD,111,150,0.423,0.444,0.74313,0.204,-0.29,-0.043,-0.011,0.7627,Female,-0.021
Other Psychiatric,SCZ,111,315,0.423,0.228,0.001,0.599,0.162,0.38,0.111,0.0018,Female,0.195
SAD,SCZ,150,315,0.444,0.228,0.0004,0.622,0.229,0.426,0.122,0.0008,Female,0.216
CN,AD,38318,458,0.491,0.228,0.0002,0.742,0.558,0.65,0.185,0.0004,Male,0.263
CN,ADHD,38318,885,0.491,0.36,0.0002,0.411,0.277,0.344,0.098,0.0004,Male,0.131
CN,Anxiety/Phobia,38318,589,0.491,0.524,0.0204,-0.015,-0.178,-0.096,-0.027,0.0261,Male,-0.033
CN,ASD,38318,1628,0.491,0.468,0.06619,0.097,-0.002,0.047,0.014,0.0833,Male,0.023
CN,Attention & Learning difficulty,38318,227,0.491,0.224,0.0002,0.782,0.521,0.652,0.186,0.0004,Male,0.268
CN,EMCI,38318,170,0.491,0.643,0.0002,-0.181,-0.482,-0.332,-0.095,0.0004,Male,-0.152
CN,LMCI,38318,341,0.491,0.314,0.0002,0.551,0.338,0.445,0.127,0.0004,Male,0.177
CN,MCI,38318,197,0.491,0.354,0.0002,0.479,0.199,0.339,0.097,0.0004,Male,0.138
CN,MDD,38318,1789,0.491,0.526,0.0006,-0.036,-0.131,-0.083,-0.024,0.001,Male,-0.035
CN,Other Psychiatric,38318,142,0.491,0.301,0.0002,0.503,0.173,0.338,0.096,0.0004,Male,0.19
CN,SAD,38318,155,0.491,0.49,0.63214,0.197,-0.119,0.039,0.011,0.6848,Male,0.002
CN,SCZ,38318,718,0.491,0.338,0.0002,0.484,0.337,0.41,0.117,0.0004,Male,0.153
AD,ADHD,458,885,0.228,0.36,0.0002,-0.206,-0.433,-0.32,-0.087,0.0004,Male,-0.132
AD,Anxiety/Phobia,458,589,0.228,0.524,0.0002,-0.609,-0.861,-0.735,-0.213,0.0004,Male,-0.296
AD,ASD,458,1628,0.228,0.468,0.0002,-0.475,-0.686,-0.581,-0.172,0.0004,Male,-0.24
AD,Attention & Learning difficulty,458,227,0.228,0.224,0.9881,0.161,-0.158,0.001,0,0.9973,Male,0.004
AD,EMCI,458,170,0.228,0.643,0.0002,-0.798,-1.167,-0.983,-0.28,0.0004,Male,-0.415
AD,LMCI,458,341,0.228,0.314,0.0048,-0.067,-0.349,-0.208,-0.059,0.0067,Male,-0.087
AD,MCI,458,197,0.228,0.354,0.0002,-0.141,-0.477,-0.309,-0.089,0.0004,Male,-0.126
AD,MDD,458,1789,0.228,0.526,0.0002,-0.627,-0.837,-0.732,-0.209,0.0004,Male,-0.298
AD,Other Psychiatric,458,142,0.228,0.301,0.0018,-0.124,-0.503,-0.314,-0.089,0.0028,Male,-0.074
AD,SAD,458,155,0.228,0.49,0.0002,-0.426,-0.797,-0.611,-0.174,0.0004,Male,-0.262
AD,SCZ,458,718,0.228,0.338,0.0002,-0.122,-0.357,-0.24,-0.068,0.0004,Male,-0.11
ADHD,Anxiety/Phobia,885,589,0.36,0.524,0.0002,-0.344,-0.555,-0.449,-0.125,0.0004,Male,-0.164
ADHD,ASD,885,1628,0.36,0.468,0.0002,-0.21,-0.375,-0.292,-0.084,0.0004,Male,-0.108
ADHD,Attention & Learning difficulty,885,227,0.36,0.224,0.0002,0.475,0.182,0.328,0.088,0.0004,Male,0.137
ADHD,EMCI,885,170,0.36,0.643,0.0002,-0.541,-0.875,-0.708,-0.193,0.0004,Male,-0.283
ADHD,LMCI,885,341,0.36,0.314,0.08739,0.231,-0.019,0.106,0.029,0.1082,Male,0.046
ADHD,MCI,885,197,0.36,0.354,0.93551,0.149,-0.16,-0.005,-0.001,0.9729,Male,0.007
ADHD,MDD,885,1789,0.36,0.526,0.0002,-0.353,-0.516,-0.434,-0.122,0.0004,Male,-0.165
ADHD,Other Psychiatric,885,142,0.36,0.301,0.9527,0.172,-0.183,-0.006,-0.002,0.9778,Male,0.059
ADHD,SAD,885,155,0.36,0.49,0.0006,-0.148,-0.491,-0.32,-0.087,0.001,Male,-0.129
ADHD,SCZ,885,718,0.36,0.338,0.17538,0.167,-0.03,0.069,0.019,0.2073,Male,0.022
Anxiety/Phobia,ASD,589,1628,0.524,0.468,0.0042,0.232,0.043,0.137,0.041,0.006,Male,0.056
Anxiety/Phobia,Attention & Learning difficulty,589,227,0.524,0.224,0.0002,0.902,0.587,0.744,0.213,0.0004,Male,0.301
Anxiety/Phobia,EMCI,589,170,0.524,0.643,0.0084,-0.057,-0.4,-0.229,-0.067,0.0113,Male,-0.119
Anxiety/Phobia,LMCI,589,341,0.524,0.314,0.0002,0.668,0.397,0.532,0.154,0.0004,Male,0.21
Anxiety/Phobia,MCI,589,197,0.524,0.354,0.0002,0.583,0.257,0.42,0.124,0.0004,Male,0.17
Anxiety/Phobia,MDD,589,1789,0.524,0.526,0.77652,0.106,-0.08,0.013,0.004,0.8297,Male,-0.002
Anxiety/Phobia,Other Psychiatric,589,142,0.524,0.301,0.0002,0.607,0.238,0.422,0.124,0.0004,Male,0.223
Anxiety/Phobia,SAD,589,155,0.524,0.49,0.14499,0.309,-0.046,0.131,0.039,0.174,Male,0.035
Anxiety/Phobia,SCZ,589,718,0.524,0.338,0.0002,0.608,0.387,0.498,0.144,0.0004,Male,0.186
ASD,Attention & Learning difficulty,1628,227,0.468,0.224,0.0002,0.723,0.443,0.583,0.172,0.0004,Male,0.244
ASD,EMCI,1628,170,0.468,0.643,0.0002,-0.204,-0.521,-0.362,-0.108,0.0004,Male,-0.175
ASD,LMCI,1628,341,0.468,0.314,0.0002,0.499,0.265,0.382,0.113,0.0004,Male,0.153
ASD,MCI,1628,197,0.468,0.354,0.0004,0.426,0.129,0.277,0.083,0.0007,Male,0.114
ASD,MDD,1628,1789,0.468,0.526,0.0004,-0.06,-0.195,-0.127,-0.037,0.0007,Male,-0.058
ASD,Other Psychiatric,1628,142,0.468,0.301,0.0016,0.45,0.106,0.278,0.083,0.0025,Male,0.166
ASD,SAD,1628,155,0.468,0.49,0.92071,0.157,-0.173,-0.008,-0.002,0.9705,Male,-0.022
ASD,SCZ,1628,718,0.468,0.338,0.0002,0.439,0.262,0.35,0.104,0.0004,Male,0.13
Attention & Learning difficulty,EMCI,227,170,0.224,0.643,0.0002,-0.806,-1.229,-1.018,-0.28,0.0004,Male,-0.42
Attention & Learning difficulty,LMCI,227,341,0.224,0.314,0.0104,-0.047,-0.384,-0.215,-0.059,0.0137,Male,-0.091
Attention & Learning difficulty,MCI,227,197,0.224,0.354,0.0006,-0.126,-0.511,-0.319,-0.089,0.001,Male,-0.13
Attention & Learning difficulty,MDD,227,1789,0.224,0.526,0.0002,-0.598,-0.878,-0.738,-0.21,0.0004,Male,-0.302
Attention & Learning difficulty,Other Psychiatric,227,142,0.224,0.301,0.0022,-0.116,-0.539,-0.328,-0.089,0.0032,Male,-0.078
Attention & Learning difficulty,SAD,227,155,0.224,0.49,0.0002,-0.425,-0.844,-0.635,-0.175,0.0004,Male,-0.266
Attention & Learning difficulty,SCZ,227,718,0.224,0.338,0.0022,-0.094,-0.394,-0.244,-0.069,0.0032,Male,-0.115
EMCI,LMCI,170,341,0.643,0.314,0.0002,0.97,0.589,0.779,0.221,0.0004,Male,0.329
EMCI,MCI,170,197,0.643,0.354,0.0002,0.861,0.438,0.65,0.191,0.0004,Male,0.289
EMCI,MDD,170,1789,0.643,0.526,0.0022,0.405,0.089,0.247,0.071,0.0032,Male,0.117
EMCI,Other Psychiatric,170,142,0.643,0.301,0.0002,0.891,0.432,0.661,0.191,0.0004,Male,0.342
EMCI,SAD,170,155,0.643,0.49,0.0014,0.584,0.143,0.363,0.106,0.0022,Male,0.153
EMCI,SCZ,170,718,0.643,0.338,0.0002,0.907,0.566,0.736,0.212,0.0004,Male,0.305
LMCI,MCI,341,197,0.314,0.354,0.23058,0.071,-0.281,-0.105,-0.03,0.2684,Male,-0.039
LMCI,MDD,341,1789,0.314,0.526,0.0002,-0.41,-0.644,-0.527,-0.151,0.0004,Male,-0.211
LMCI,Other Psychiatric,341,142,0.314,0.301,0.28117,0.089,-0.304,-0.107,-0.03,0.3225,Male,0.013
LMCI,SAD,341,155,0.314,0.49,0.0002,-0.215,-0.599,-0.407,-0.116,0.0004,Male,-0.175
LMCI,SCZ,341,718,0.314,0.338,0.59094,0.095,-0.163,-0.034,-0.01,0.6492,Male,-0.024
MCI,MDD,197,1789,0.354,0.526,0.0002,-0.271,-0.566,-0.419,-0.12,0.0004,Male,-0.172
MCI,Other Psychiatric,197,142,0.354,0.301,0.9973,0.216,-0.217,-0.001,0,0.9973,Male,0.052
MCI,SAD,197,155,0.354,0.49,0.008,-0.078,-0.502,-0.29,-0.085,0.0109,Male,-0.136
MCI,SCZ,197,718,0.354,0.338,0.38416,0.229,-0.087,0.071,0.02,0.4343,Male,0.016
MDD,Other Psychiatric,1789,142,0.526,0.301,0.0002,0.591,0.248,0.42,0.12,0.0004,Male,0.224
MDD,SAD,1789,155,0.526,0.49,0.14439,0.286,-0.043,0.122,0.035,0.174,Male,0.036
MDD,SCZ,1789,718,0.526,0.338,0.0002,0.579,0.404,0.492,0.141,0.0004,Male,0.188
Other Psychiatric,SAD,142,155,0.301,0.49,0.0138,-0.065,-0.525,-0.295,-0.085,0.0179,Male,-0.188
Other Psychiatric,SCZ,142,718,0.301,0.338,0.41996,0.252,-0.108,0.072,0.021,0.468,Male,-0.037
SAD,SCZ,155,718,0.49,0.338,0.0006,0.543,0.194,0.368,0.106,0.001,Male,0.151
