Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
OCD,SPECIFIC PHOBIA,84,55,0.613,0.459,0.11359,0.623,-0.067,0.278,0.079,0.1971,Male,0.154
Other,OTHER,39,43,0.511,0.818,0.0002,-0.546,-1.481,-1.013,-0.273,0.0007,Male,-0.307
Other,Other Psychiatric,39,142,0.511,0.41,0.93091,0.374,-0.339,0.018,0.005,1,Male,0.1
Other,PD,39,136,0.511,0.608,0.11379,0.066,-0.654,-0.294,-0.086,0.1971,Male,-0.098
Other,SAD,39,155,0.511,0.582,0.09819,0.059,-0.65,-0.295,-0.085,0.1767,Male,-0.072
Other,Schizoaffective Disorder,39,56,0.511,0.662,0.05879,0.017,-0.819,-0.401,-0.121,0.1128,Male,-0.151
Other,SCZ,39,709,0.511,0.601,0.05459,0.011,-0.636,-0.313,-0.092,0.1065,Male,-0.091
Other,SCZ-Relative,39,66,0.511,0.528,0.52735,0.272,-0.53,-0.129,-0.039,0.7065,Male,-0.018
Other,SMC,39,44,0.511,0.462,0.92651,0.413,-0.462,-0.025,-0.007,1,Male,0.049
Other,SPECIFIC PHOBIA,39,55,0.511,0.459,0.90611,0.437,-0.395,0.021,0.006,1,Male,0.052
OTHER,Other Psychiatric,43,142,0.818,0.41,0.0002,1.297,0.584,0.94,0.278,0.0007,Male,0.408
OTHER,PD,43,136,0.818,0.608,0.0004,1.031,0.326,0.678,0.187,0.0012,Male,0.21
OTHER,SAD,43,155,0.818,0.582,0.0004,1.032,0.338,0.685,0.188,0.0012,Male,0.236
OTHER,Schizoaffective Disorder,43,56,0.818,0.662,0.008,0.969,0.149,0.559,0.152,0.0194,Male,0.156
OTHER,SCZ,43,709,0.818,0.601,0.0002,0.933,0.313,0.623,0.181,0.0007,Male,0.217
OTHER,SCZ-Relative,43,66,0.818,0.528,0.0004,1.267,0.457,0.862,0.234,0.0012,Male,0.29
OTHER,SMC,43,44,0.818,0.462,0.0002,1.473,0.567,1.02,0.265,0.0007,Male,0.356
OTHER,SPECIFIC PHOBIA,43,55,0.818,0.459,0.0002,1.525,0.659,1.092,0.279,0.0007,Male,0.359
Other Psychiatric,PD,142,136,0.41,0.608,0.0114,-0.066,-0.541,-0.304,-0.091,0.0265,Male,-0.198
Other Psychiatric,SAD,142,155,0.41,0.582,0.0122,-0.074,-0.534,-0.304,-0.091,0.0282,Male,-0.172
Other Psychiatric,Schizoaffective Disorder,142,56,0.41,0.662,0.009,-0.095,-0.723,-0.409,-0.126,0.0212,Male,-0.251
Other Psychiatric,SCZ,142,709,0.41,0.601,0.0008,-0.147,-0.509,-0.328,-0.097,0.0023,Male,-0.191
Other Psychiatric,SCZ-Relative,142,66,0.41,0.528,0.33317,0.15,-0.438,-0.144,-0.044,0.5019,Male,-0.118
Other Psychiatric,SMC,142,44,0.41,0.462,0.82132,0.299,-0.382,-0.042,-0.013,0.9603,Male,-0.051
Other Psychiatric,SPECIFIC PHOBIA,142,55,0.41,0.459,0.9999,0.315,-0.311,0.002,0.001,1,Male,-0.049
PD,SAD,136,155,0.608,0.582,0.9901,0.234,-0.229,0.002,0.001,1,Male,0.026
PD,Schizoaffective Disorder,136,56,0.608,0.662,0.45595,0.193,-0.433,-0.12,-0.035,0.6301,Male,-0.054
PD,SCZ,136,709,0.608,0.601,0.82052,0.163,-0.205,-0.021,-0.006,0.9603,Male,0.007
PD,SCZ-Relative,136,66,0.608,0.528,0.27017,0.459,-0.133,0.163,0.047,0.4159,Male,0.08
PD,SMC,136,44,0.608,0.462,0.11699,0.617,-0.07,0.274,0.078,0.2003,Male,0.147
PD,SPECIFIC PHOBIA,136,55,0.608,0.459,0.0464,0.641,0.007,0.324,0.092,0.0941,Male,0.149
SAD,Schizoaffective Disorder,155,56,0.582,0.662,0.42036,0.184,-0.431,-0.124,-0.036,0.5902,Male,-0.08
SAD,SCZ,155,709,0.582,0.601,0.78432,0.151,-0.197,-0.023,-0.007,0.9269,Male,-0.019
SAD,SCZ-Relative,155,66,0.582,0.528,0.26837,0.452,-0.128,0.162,0.047,0.415,Male,0.054
SAD,SMC,155,44,0.582,0.462,0.11979,0.612,-0.064,0.274,0.078,0.2031,Male,0.121
SAD,SPECIFIC PHOBIA,155,55,0.582,0.459,0.0408,0.635,0.013,0.324,0.091,0.0847,Male,0.123
Schizoaffective Disorder,SCZ,56,709,0.662,0.601,0.48415,0.371,-0.175,0.098,0.029,0.6587,Male,0.061
Schizoaffective Disorder,SCZ-Relative,56,66,0.662,0.528,0.12659,0.639,-0.084,0.277,0.082,0.2136,Male,0.134
Schizoaffective Disorder,SMC,56,44,0.662,0.462,0.05699,0.791,-0.016,0.388,0.113,0.1099,Male,0.2
Schizoaffective Disorder,SPECIFIC PHOBIA,56,55,0.662,0.459,0.0234,0.825,0.063,0.444,0.127,0.051,Male,0.203
SCZ,SCZ-Relative,709,66,0.601,0.528,0.16458,0.435,-0.071,0.182,0.053,0.2687,Male,0.073
SCZ,SMC,709,44,0.601,0.462,0.06719,0.594,-0.016,0.289,0.085,0.1268,Male,0.14
SCZ,SPECIFIC PHOBIA,709,55,0.601,0.459,0.0202,0.611,0.06,0.335,0.098,0.0452,Male,0.142
SCZ-Relative,SMC,66,44,0.528,0.462,0.58734,0.494,-0.278,0.108,0.031,0.761,Male,0.067
SCZ-Relative,SPECIFIC PHOBIA,66,55,0.528,0.459,0.39696,0.519,-0.205,0.157,0.045,0.5664,Male,0.069
SMC,SPECIFIC PHOBIA,44,55,0.462,0.459,0.82352,0.449,-0.354,0.048,0.013,0.9603,Male,0.003
