Group 1,Group 2,Sample size G1,Sample size G2,Median centile G1,Median centile G2,P uncorrected,Cohens D lower CI,Cohens D upper CI,Cohens D,Mean group difference,P corrected (BH-FDR),Sex,Median group difference
ADHD,SCZ-Relative,329,138,0.46,0.354,0.0072,0.475,0.075,0.275,0.081,0.0199,Female,0.106
ADHD,SMC,329,59,0.46,0.585,0.09019,0.033,-0.524,-0.245,-0.071,0.1693,Female,-0.125
ADHD,SPECIFIC PHOBIA,329,159,0.46,0.45,0.52795,0.253,-0.127,0.063,0.019,0.7296,Female,0.01
Anorexia/Bulima,Anxiety/Phobia,105,1039,0.519,0.486,0.9641,0.206,-0.196,0.005,0.001,1,Female,0.033
Anorexia/Bulima,ASD,105,381,0.519,0.486,0.61114,0.16,-0.273,-0.056,-0.018,0.8139,Female,0.033
Anorexia/Bulima,Attention & Learning difficulty,105,99,0.519,0.192,0.0002,0.988,0.419,0.703,0.196,0.0009,Female,0.327
Anorexia/Bulima,BD,105,111,0.519,0.442,0.67333,0.325,-0.212,0.056,0.016,0.8729,Female,0.077
Anorexia/Bulima,Chronic Pain,105,63,0.519,0.413,0.20338,0.522,-0.109,0.206,0.061,0.3367,Female,0.106
Anorexia/Bulima,EMCI,105,139,0.519,0.479,0.75932,0.215,-0.295,-0.04,-0.011,0.9319,Female,0.04
Anorexia/Bulima,LMCI,105,216,0.519,0.394,0.0414,0.48,0.011,0.245,0.069,0.0931,Female,0.125
Anorexia/Bulima,MCI,105,253,0.519,0.406,0.17398,0.388,-0.069,0.16,0.05,0.295,Female,0.113
Anorexia/Bulima,MCI-Risk,105,0,0.519,  NA,1, NaN, NaN, NaN, NaN,1,Female,  NA
Anorexia/Bulima,MDD,105,3461,0.519,0.485,0.93571,0.185,-0.203,-0.009,-0.003,1,Female,0.034
Anorexia/Bulima,ND,105,100,0.519,0.205,0.0002,0.956,0.39,0.673,0.19,0.0009,Female,0.314
Anorexia/Bulima,OCD,105,74,0.519,0.486,0.9727,0.29,-0.309,-0.009,-0.003,1,Female,0.033
Anorexia/Bulima,Other,105,117,0.519,0.476,0.9997,0.267,-0.263,0.002,0.001,1,Female,0.043
Anorexia/Bulima,OTHER,105,56,0.519,0.289,0.0012,0.898,0.232,0.565,0.164,0.0043,Female,0.23
Anorexia/Bulima,Other Psychiatric,105,111,0.519,0.403,0.19898,0.445,-0.093,0.176,0.049,0.3326,Female,0.116
Anorexia/Bulima,PD,105,67,0.519,0.601,0.0404,-0.008,-0.629,-0.318,-0.088,0.0915,Female,-0.082
Anorexia/Bulima,SAD,105,150,0.519,0.444,0.61754,0.313,-0.188,0.063,0.017,0.8149,Female,0.075
Anorexia/Bulima,Schizoaffective Disorder,105,53,0.519,0.316,0.0016,0.891,0.214,0.552,0.154,0.0056,Female,0.203
Anorexia/Bulima,SCZ,105,315,0.519,0.297,0.0008,0.653,0.207,0.43,0.126,0.0031,Female,0.222
Anorexia/Bulima,SCZ-Relative,105,138,0.519,0.354,0.0448,0.52,0.008,0.264,0.077,0.0995,Female,0.165
Anorexia/Bulima,SMC,105,59,0.519,0.585,0.08879,0.044,-0.601,-0.278,-0.075,0.1676,Female,-0.066
Anorexia/Bulima,SPECIFIC PHOBIA,105,159,0.519,0.45,0.70193,0.295,-0.2,0.048,0.014,0.8893,Female,0.069
